event_id,phone_number,from_country_code,datacenter,song_id,timestamp
EVT-000000045,+44875340444,GB,dc-west,1,2026-05-12T10:28:21
EVT-000000046,+45918150683,DK,dc-north,20,2026-05-12T10:28:21
EVT-000000047,+32214257751,BE,dc-west,8,2026-05-12T10:28:21
EVT-000000048,+358645098869,FI,dc-north,19,2026-05-12T10:28:21
EVT-000000049,+372501486939,EE,dc-north,3,2026-05-12T10:28:21
EVT-000000050,+32936043811,BE,dc-west,9,2026-05-12T10:28:21
EVT-000000051,+43743111853,AT,dc-central,18,2026-05-12T10:28:21
EVT-000000052,+351220117054,PT,dc-south,8,2026-05-12T10:28:21
EVT-000000053,+30992994062,GR,dc-south,18,2026-05-12T10:28:21
EVT-000000054,+358358633898,FI,dc-north,3,2026-05-12T10:28:21
EVT-000000055,+420191969690,CZ,dc-central,18,2026-05-12T10:28:21
EVT-000000056,+41916690353,CH,dc-central,17,2026-05-12T10:28:21
EVT-000000057,+353237859287,IE,dc-west,15,2026-05-12T10:28:21
EVT-000000058,+41277303722,CH,dc-central,19,2026-05-12T10:28:21
EVT-000000059,+45751325257,DK,dc-north,8,2026-05-12T10:28:21
EVT-000000060,+380679064766,UA,dc-south,20,2026-05-12T10:28:21
EVT-000000061,+31528414718,NL,dc-west,14,2026-05-12T10:28:21
EVT-000000062,+30655742829,GR,dc-south,8,2026-05-12T10:28:21
EVT-000000063,+44341266931,GB,dc-west,2,2026-05-12T10:28:21
EVT-000000064,+39731691672,IT,dc-south,7,2026-05-12T10:28:21
EVT-000000065,+353336456621,IE,dc-west,4,2026-05-12T10:28:21
EVT-000000066,+46777641645,SE,dc-north,3,2026-05-12T10:28:21
EVT-000000067,+33133729406,FR,dc-west,6,2026-05-12T10:28:21
EVT-000000068,+351355555531,PT,dc-south,2,2026-05-12T10:28:21
EVT-000000069,+45330035022,DK,dc-north,12,2026-05-12T10:28:21
EVT-000000070,+353713152854,IE,dc-west,2,2026-05-12T10:28:21
EVT-000000071,+420942478695,CZ,dc-central,9,2026-05-12T10:28:21
EVT-000000072,+41304451095,CH,dc-central,17,2026-05-12T10:28:21
EVT-000000073,+34562837684,ES,dc-south,2,2026-05-12T10:28:21
EVT-000000074,+30601463916,GR,dc-south,8,2026-05-12T10:28:21
EVT-000000075,+33793830224,FR,dc-west,14,2026-05-12T10:28:21
EVT-000000076,+34881913386,ES,dc-south,1,2026-05-12T10:28:21
EVT-000000077,+351217326729,PT,dc-south,16,2026-05-12T10:28:21
EVT-000000078,+47675832441,NO,dc-north,2,2026-05-12T10:28:21
EVT-000000079,+44297018781,GB,dc-west,3,2026-05-12T10:28:21
EVT-000000080,+45180943908,DK,dc-north,8,2026-05-12T10:28:21
EVT-000000081,+44690907304,GB,dc-west,18,2026-05-12T10:28:21
EVT-000000082,+34680451872,ES,dc-south,1,2026-05-12T10:28:21
EVT-000000083,+46909134796,SE,dc-north,20,2026-05-12T10:28:21
EVT-000000084,+47621453189,NO,dc-north,2,2026-05-12T10:28:21
EVT-000000085,+41530613729,CH,dc-central,3,2026-05-12T10:28:21
EVT-000000086,+33102314313,FR,dc-west,4,2026-05-12T10:28:21
EVT-000000087,+48941889393,PL,dc-central,5,2026-05-12T10:28:21
EVT-000000088,+44847959430,GB,dc-west,5,2026-05-12T10:28:21
EVT-000000089,+353622559454,IE,dc-west,14,2026-05-12T10:28:21
EVT-000000090,+49333754555,DE,dc-central,4,2026-05-12T10:28:21
EVT-000000091,+33682177668,FR,dc-west,13,2026-05-12T10:28:21
EVT-000000092,+33161380746,FR,dc-west,16,2026-05-12T10:28:21
EVT-000000093,+33639931481,FR,dc-west,13,2026-05-12T10:28:21
EVT-000000094,+43645276696,AT,dc-central,3,2026-05-12T10:28:21
EVT-000000095,+39173574218,IT,dc-south,17,2026-05-12T10:28:21
EVT-000000096,+372352548261,EE,dc-north,1,2026-05-12T10:28:21
EVT-000000097,+48711684318,PL,dc-central,3,2026-05-12T10:28:21
EVT-000000098,+47142672287,NO,dc-north,10,2026-05-12T10:28:21
EVT-000000099,+372805849060,EE,dc-north,2,2026-05-12T10:28:21
EVT-000000100,+420439699535,CZ,dc-central,11,2026-05-12T10:28:21
EVT-000000101,+45869005091,DK,dc-north,2,2026-05-12T10:28:21
EVT-000000102,+351524971817,PT,dc-south,4,2026-05-12T10:28:21
EVT-000000103,+49422119408,DE,dc-central,15,2026-05-12T10:28:21
EVT-000000104,+44907308348,GB,dc-west,6,2026-05-12T10:28:21
EVT-000000105,+39766964667,IT,dc-south,1,2026-05-12T10:28:21
EVT-000000106,+420178663096,CZ,dc-central,20,2026-05-12T10:28:21
EVT-000000107,+353384756779,IE,dc-west,4,2026-05-12T10:28:21
EVT-000000108,+49173864104,DE,dc-central,18,2026-05-12T10:28:21
EVT-000000109,+47269379374,NO,dc-north,6,2026-05-12T10:28:21
EVT-000000110,+44855420240,GB,dc-west,18,2026-05-12T10:28:21
EVT-000000111,+358966616964,FI,dc-north,13,2026-05-12T10:28:21
EVT-000000112,+43977358886,AT,dc-central,1,2026-05-12T10:28:21
EVT-000000113,+353812308209,IE,dc-west,6,2026-05-12T10:28:21
EVT-000000114,+34244193987,ES,dc-south,19,2026-05-12T10:28:21
EVT-000000115,+45214929002,DK,dc-north,1,2026-05-12T10:28:21
EVT-000000116,+353402533494,IE,dc-west,3,2026-05-12T10:28:21
EVT-000000117,+372468164906,EE,dc-north,4,2026-05-12T10:28:21
EVT-000000118,+31383450553,NL,dc-west,13,2026-05-12T10:28:21
EVT-000000119,+43154544899,AT,dc-central,9,2026-05-12T10:28:21
EVT-000000120,+39990505735,IT,dc-south,13,2026-05-12T10:28:21
EVT-000000121,+45458153605,DK,dc-north,1,2026-05-12T10:28:21
EVT-000000122,+49381272327,DE,dc-central,14,2026-05-12T10:28:21
EVT-000000123,+32692362342,BE,dc-west,14,2026-05-12T10:28:21
EVT-000000124,+380220123666,UA,dc-south,12,2026-05-12T10:28:21
EVT-000000125,+39841976666,IT,dc-south,19,2026-05-12T10:28:21
EVT-000000126,+49996139578,DE,dc-central,13,2026-05-12T10:28:21
EVT-000000127,+30259014493,GR,dc-south,11,2026-05-12T10:28:21
EVT-000000128,+380430989881,UA,dc-south,2,2026-05-12T10:28:21
EVT-000000129,+30954829815,GR,dc-south,18,2026-05-12T10:28:21
EVT-000000130,+33325567963,FR,dc-west,18,2026-05-12T10:28:21
EVT-000000131,+47479759538,NO,dc-north,12,2026-05-12T10:28:21
EVT-000000132,+353536344399,IE,dc-west,17,2026-05-12T10:28:21
EVT-000000133,+372354194771,EE,dc-north,14,2026-05-12T10:28:21
EVT-000000134,+32970559510,BE,dc-west,20,2026-05-12T10:28:21
EVT-000000135,+32126614158,BE,dc-west,17,2026-05-12T10:28:21
EVT-000000136,+32456681425,BE,dc-west,14,2026-05-12T10:28:21
EVT-000000137,+380889262019,UA,dc-south,16,2026-05-12T10:28:21
EVT-000000138,+47945436943,NO,dc-north,3,2026-05-12T10:28:21
EVT-000000139,+34141580226,ES,dc-south,7,2026-05-12T10:28:21
EVT-000000140,+41976803188,CH,dc-central,3,2026-05-12T10:28:21
EVT-000000141,+44981044229,GB,dc-west,7,2026-05-12T10:28:21
EVT-000000142,+47808705238,NO,dc-north,3,2026-05-12T10:28:21
EVT-000000143,+31399147754,NL,dc-west,6,2026-05-12T10:28:21
EVT-000000144,+39399708182,IT,dc-south,20,2026-05-12T10:28:21
EVT-000000145,+30529151399,GR,dc-south,13,2026-05-12T10:28:21
EVT-000000146,+353129635852,IE,dc-west,6,2026-05-12T10:28:21
EVT-000000147,+34380477683,ES,dc-south,17,2026-05-12T10:28:21
EVT-000000148,+32385042337,BE,dc-west,10,2026-05-12T10:28:21
EVT-000000149,+33566609283,FR,dc-west,3,2026-05-12T10:28:21
EVT-000000150,+30436808455,GR,dc-south,15,2026-05-12T10:28:21
EVT-000000151,+380649136331,UA,dc-south,13,2026-05-12T10:28:21
EVT-000000152,+34719106699,ES,dc-south,7,2026-05-12T10:28:21
EVT-000000153,+31861052404,NL,dc-west,5,2026-05-12T10:28:21
EVT-000000154,+380965984448,UA,dc-south,1,2026-05-12T10:28:21
EVT-000000155,+353896662826,IE,dc-west,14,2026-05-12T10:28:21
EVT-000000156,+31175133802,NL,dc-west,6,2026-05-12T10:28:21
EVT-000000157,+351812306873,PT,dc-south,12,2026-05-12T10:28:21
EVT-000000158,+34422468580,ES,dc-south,14,2026-05-12T10:28:21
EVT-000000159,+43538508549,AT,dc-central,5,2026-05-12T10:28:21
EVT-000000160,+351417457352,PT,dc-south,6,2026-05-12T10:28:21
EVT-000000161,+353551450815,IE,dc-west,2,2026-05-12T10:28:21
EVT-000000162,+48286860433,PL,dc-central,14,2026-05-12T10:28:21
EVT-000000163,+372536019893,EE,dc-north,10,2026-05-12T10:28:21
EVT-000000164,+353426283245,IE,dc-west,15,2026-05-12T10:28:21
EVT-000000165,+358943702118,FI,dc-north,2,2026-05-12T10:28:21
EVT-000000166,+420446012478,CZ,dc-central,12,2026-05-12T10:28:21
EVT-000000167,+44825449223,GB,dc-west,9,2026-05-12T10:28:21
EVT-000000168,+31952266893,NL,dc-west,8,2026-05-12T10:28:21
EVT-000000169,+32404713332,BE,dc-west,12,2026-05-12T10:28:21
EVT-000000170,+43764926227,AT,dc-central,14,2026-05-12T10:28:21
EVT-000000171,+351906528433,PT,dc-south,2,2026-05-12T10:28:21
EVT-000000172,+47341206079,NO,dc-north,12,2026-05-12T10:28:21
EVT-000000173,+31149621604,NL,dc-west,3,2026-05-12T10:28:21
EVT-000000174,+47756350429,NO,dc-north,20,2026-05-12T10:28:21
EVT-000000175,+39776205431,IT,dc-south,10,2026-05-12T10:28:21
EVT-000000176,+420847704681,CZ,dc-central,4,2026-05-12T10:28:21
EVT-000000177,+48361976301,PL,dc-central,10,2026-05-12T10:28:21
EVT-000000178,+49105953697,DE,dc-central,15,2026-05-12T10:28:21
EVT-000000179,+34334978881,ES,dc-south,15,2026-05-12T10:28:21
EVT-000000180,+32847229579,BE,dc-west,15,2026-05-12T10:28:21
EVT-000000181,+43698509918,AT,dc-central,8,2026-05-12T10:28:21
EVT-000000182,+47230307805,NO,dc-north,18,2026-05-12T10:28:21
EVT-000000183,+44598906879,GB,dc-west,2,2026-05-12T10:28:21
EVT-000000184,+43739362057,AT,dc-central,20,2026-05-12T10:28:21
EVT-000000185,+351575209597,PT,dc-south,19,2026-05-12T10:28:21
EVT-000000186,+372642001424,EE,dc-north,15,2026-05-12T10:28:21
EVT-000000187,+380688273030,UA,dc-south,17,2026-05-12T10:28:21
EVT-000000188,+44898493949,GB,dc-west,18,2026-05-12T10:28:21
EVT-000000189,+41907214179,CH,dc-central,7,2026-05-12T10:28:21
EVT-000000190,+47397760792,NO,dc-north,16,2026-05-12T10:28:21
EVT-000000191,+43356888294,AT,dc-central,9,2026-05-12T10:28:21
EVT-000000192,+45866162966,DK,dc-north,8,2026-05-12T10:28:21
EVT-000000193,+358460613550,FI,dc-north,3,2026-05-12T10:28:21
EVT-000000194,+351186519602,PT,dc-south,18,2026-05-12T10:28:21
EVT-000000195,+49511281012,DE,dc-central,3,2026-05-12T10:28:21
EVT-000000196,+49168965204,DE,dc-central,16,2026-05-12T10:28:21
EVT-000000197,+380682624278,UA,dc-south,8,2026-05-12T10:28:21
EVT-000000198,+44322086735,GB,dc-west,9,2026-05-12T10:28:21
EVT-000000199,+380926561919,UA,dc-south,8,2026-05-12T10:28:21
EVT-000000200,+420120972273,CZ,dc-central,18,2026-05-12T10:28:21
EVT-000000201,+420106330865,CZ,dc-central,6,2026-05-12T10:28:21
EVT-000000202,+30518744974,GR,dc-south,5,2026-05-12T10:28:21
EVT-000000203,+380888807316,UA,dc-south,11,2026-05-12T10:28:21
EVT-000000204,+353336801619,IE,dc-west,15,2026-05-12T10:28:21
EVT-000000205,+41567975319,CH,dc-central,3,2026-05-12T10:28:21
EVT-000000206,+41460916347,CH,dc-central,1,2026-05-12T10:28:21
EVT-000000207,+48601856351,PL,dc-central,15,2026-05-12T10:28:21
EVT-000000208,+49673510887,DE,dc-central,20,2026-05-12T10:28:21
EVT-000000209,+46735540030,SE,dc-north,18,2026-05-12T10:28:21
EVT-000000210,+420190137896,CZ,dc-central,13,2026-05-12T10:28:21
EVT-000000211,+380595744935,UA,dc-south,2,2026-05-12T10:28:21
EVT-000000212,+32507059676,BE,dc-west,1,2026-05-12T10:28:21
EVT-000000213,+351450948014,PT,dc-south,4,2026-05-12T10:28:21
EVT-000000214,+351507083673,PT,dc-south,15,2026-05-12T10:28:21
EVT-000000215,+45993271900,DK,dc-north,14,2026-05-12T10:28:21
EVT-000000216,+380187946147,UA,dc-south,4,2026-05-12T10:28:21
EVT-000000217,+41679196799,CH,dc-central,1,2026-05-12T10:28:21
EVT-000000218,+33475767056,FR,dc-west,20,2026-05-12T10:28:21
EVT-000000219,+47938842599,NO,dc-north,12,2026-05-12T10:28:21
EVT-000000220,+33365518424,FR,dc-west,16,2026-05-12T10:28:21
EVT-000000221,+31767154083,NL,dc-west,16,2026-05-12T10:28:21
EVT-000000222,+49608482316,DE,dc-central,7,2026-05-12T10:28:21
EVT-000000223,+34334037646,ES,dc-south,11,2026-05-12T10:28:21
EVT-000000224,+44923450567,GB,dc-west,16,2026-05-12T10:28:21
EVT-000000225,+30752027025,GR,dc-south,3,2026-05-12T10:28:21
EVT-000000226,+34275842194,ES,dc-south,15,2026-05-12T10:28:21
EVT-000000227,+358127571992,FI,dc-north,1,2026-05-12T10:28:21
EVT-000000228,+358502982778,FI,dc-north,12,2026-05-12T10:28:21
EVT-000000229,+48312954978,PL,dc-central,19,2026-05-12T10:28:21
EVT-000000230,+39991819497,IT,dc-south,13,2026-05-12T10:28:21
EVT-000000231,+47929445037,NO,dc-north,1,2026-05-12T10:28:21
EVT-000000232,+358744687060,FI,dc-north,19,2026-05-12T10:28:21
EVT-000000233,+34707665448,ES,dc-south,15,2026-05-12T10:28:21
EVT-000000234,+33559967386,FR,dc-west,7,2026-05-12T10:28:21
EVT-000000235,+30795294275,GR,dc-south,1,2026-05-12T10:28:21
EVT-000000236,+351551034639,PT,dc-south,1,2026-05-12T10:28:21
EVT-000000237,+41488896443,CH,dc-central,2,2026-05-12T10:28:21
EVT-000000238,+44567600762,GB,dc-west,16,2026-05-12T10:28:21
EVT-000000239,+32798423334,BE,dc-west,14,2026-05-12T10:28:21
EVT-000000240,+45677858758,DK,dc-north,11,2026-05-12T10:28:21
EVT-000000241,+41986625773,CH,dc-central,7,2026-05-12T10:28:21
EVT-000000242,+420363598427,CZ,dc-central,5,2026-05-12T10:28:21
EVT-000000243,+39584044963,IT,dc-south,6,2026-05-12T10:28:21
EVT-000000244,+47711871397,NO,dc-north,14,2026-05-12T10:28:21
EVT-000000245,+372461203124,EE,dc-north,12,2026-05-12T10:28:21
EVT-000000246,+46448981305,SE,dc-north,9,2026-05-12T10:28:21
EVT-000000247,+32480990401,BE,dc-west,7,2026-05-12T10:28:21
EVT-000000248,+45740116562,DK,dc-north,5,2026-05-12T10:28:21
EVT-000000249,+45654724287,DK,dc-north,8,2026-05-12T10:28:21
EVT-000000250,+31873174285,NL,dc-west,2,2026-05-12T10:28:21
EVT-000000251,+380914073098,UA,dc-south,10,2026-05-12T10:28:21
EVT-000000252,+47793532952,NO,dc-north,13,2026-05-12T10:28:21
EVT-000000253,+41118514813,CH,dc-central,7,2026-05-12T10:28:21
EVT-000000254,+39534222401,IT,dc-south,6,2026-05-12T10:28:21
EVT-000000255,+47724440558,NO,dc-north,4,2026-05-12T10:28:21
EVT-000000256,+30670073085,GR,dc-south,9,2026-05-12T10:28:21
EVT-000000257,+30900942073,GR,dc-south,8,2026-05-12T10:28:21
EVT-000000258,+353854684750,IE,dc-west,6,2026-05-12T10:28:21
EVT-000000259,+44369942642,GB,dc-west,5,2026-05-12T10:28:21
EVT-000000260,+47306785808,NO,dc-north,1,2026-05-12T10:28:21
EVT-000000261,+351675379544,PT,dc-south,2,2026-05-12T10:28:21
EVT-000000262,+32893070706,BE,dc-west,2,2026-05-12T10:28:21
EVT-000000263,+41733064117,CH,dc-central,4,2026-05-12T10:28:21
EVT-000000264,+43207939087,AT,dc-central,12,2026-05-12T10:28:21
EVT-000000265,+31487493096,NL,dc-west,5,2026-05-12T10:28:21
EVT-000000266,+32860229059,BE,dc-west,4,2026-05-12T10:28:21
EVT-000000267,+353148872110,IE,dc-west,2,2026-05-12T10:28:21
EVT-000000268,+33848846217,FR,dc-west,12,2026-05-12T10:28:21
EVT-000000269,+49908304440,DE,dc-central,14,2026-05-12T10:28:21
EVT-000000270,+41113169872,CH,dc-central,2,2026-05-12T10:28:21
EVT-000000271,+420614015466,CZ,dc-central,5,2026-05-12T10:28:21
EVT-000000272,+44155165334,GB,dc-west,7,2026-05-12T10:28:21
EVT-000000273,+45612957813,DK,dc-north,19,2026-05-12T10:28:21
EVT-000000274,+34530256336,ES,dc-south,16,2026-05-12T10:28:21
EVT-000000275,+41775862179,CH,dc-central,2,2026-05-12T10:28:21
EVT-000000276,+33970957171,FR,dc-west,4,2026-05-12T10:28:21
EVT-000000277,+420191462297,CZ,dc-central,18,2026-05-12T10:28:21
EVT-000000278,+47920814900,NO,dc-north,1,2026-05-12T10:28:21
EVT-000000279,+380949051496,UA,dc-south,13,2026-05-12T10:28:21
EVT-000000280,+372661107986,EE,dc-north,4,2026-05-12T10:28:21
EVT-000000281,+48575368059,PL,dc-central,9,2026-05-12T10:28:21
EVT-000000282,+358560452529,FI,dc-north,19,2026-05-12T10:28:21
EVT-000000283,+358164671796,FI,dc-north,12,2026-05-12T10:28:21
EVT-000000284,+372206551233,EE,dc-north,19,2026-05-12T10:28:21
EVT-000000285,+31384161612,NL,dc-west,11,2026-05-12T10:28:21
EVT-000000286,+39286630878,IT,dc-south,2,2026-05-12T10:28:21
EVT-000000287,+353102873038,IE,dc-west,2,2026-05-12T10:28:21
EVT-000000288,+380737599912,UA,dc-south,9,2026-05-12T10:28:21
EVT-000000289,+41348545713,CH,dc-central,4,2026-05-12T10:28:21
EVT-000000290,+358854827139,FI,dc-north,15,2026-05-12T10:28:21
EVT-000000291,+44350636897,GB,dc-west,2,2026-05-12T10:28:21
EVT-000000292,+45771150922,DK,dc-north,15,2026-05-12T10:28:21
EVT-000000293,+420312406764,CZ,dc-central,13,2026-05-12T10:28:21
EVT-000000294,+380341387305,UA,dc-south,2,2026-05-12T10:28:21
EVT-000000295,+49987588450,DE,dc-central,18,2026-05-12T10:28:21
EVT-000000296,+49278158234,DE,dc-central,2,2026-05-12T10:28:21
EVT-000000297,+358985021282,FI,dc-north,13,2026-05-12T10:28:21
EVT-000000298,+420571537429,CZ,dc-central,17,2026-05-12T10:28:21
EVT-000000299,+34426515425,ES,dc-south,9,2026-05-12T10:28:21
EVT-000000300,+48637377910,PL,dc-central,19,2026-05-12T10:28:21
EVT-000000301,+353186373782,IE,dc-west,10,2026-05-12T10:28:21
EVT-000000302,+372563887247,EE,dc-north,1,2026-05-12T10:28:21
EVT-000000303,+351127772220,PT,dc-south,12,2026-05-12T10:28:21
EVT-000000304,+39824022357,IT,dc-south,5,2026-05-12T10:28:21
EVT-000000305,+420122275263,CZ,dc-central,12,2026-05-12T10:28:21
EVT-000000306,+45919382051,DK,dc-north,10,2026-05-12T10:28:21
EVT-000000307,+32799552991,BE,dc-west,7,2026-05-12T10:28:21
EVT-000000308,+44294872482,GB,dc-west,18,2026-05-12T10:28:21
EVT-000000309,+420974288855,CZ,dc-central,8,2026-05-12T10:28:21
EVT-000000310,+41604669821,CH,dc-central,20,2026-05-12T10:28:21
EVT-000000311,+30444733679,GR,dc-south,7,2026-05-12T10:28:21
EVT-000000312,+34454123990,ES,dc-south,17,2026-05-12T10:28:21
EVT-000000313,+380409471503,UA,dc-south,13,2026-05-12T10:28:21
EVT-000000314,+48690661740,PL,dc-central,18,2026-05-12T10:28:21
EVT-000000315,+33437710224,FR,dc-west,9,2026-05-12T10:28:21
EVT-000000316,+45929517022,DK,dc-north,5,2026-05-12T10:28:21
EVT-000000317,+48985758835,PL,dc-central,19,2026-05-12T10:28:21
EVT-000000318,+46682605435,SE,dc-north,11,2026-05-12T10:28:21
EVT-000000319,+44301415220,GB,dc-west,8,2026-05-12T10:28:21
EVT-000000320,+43912224654,AT,dc-central,6,2026-05-12T10:28:21
EVT-000000321,+41916033628,CH,dc-central,12,2026-05-12T10:28:21
EVT-000000322,+33689720101,FR,dc-west,5,2026-05-12T10:28:21
EVT-000000323,+49570423569,DE,dc-central,18,2026-05-12T10:28:21
EVT-000000324,+41776481264,CH,dc-central,2,2026-05-12T10:28:21
EVT-000000325,+372862123506,EE,dc-north,15,2026-05-12T10:28:21
EVT-000000326,+32114682844,BE,dc-west,4,2026-05-12T10:28:21
EVT-000000327,+353341270488,IE,dc-west,8,2026-05-12T10:28:21
EVT-000000328,+34226128312,ES,dc-south,9,2026-05-12T10:28:21
EVT-000000329,+49869446962,DE,dc-central,13,2026-05-12T10:28:21
EVT-000000330,+358393587744,FI,dc-north,11,2026-05-12T10:28:21
EVT-000000331,+380607042130,UA,dc-south,17,2026-05-12T10:28:21
EVT-000000332,+47255308128,NO,dc-north,9,2026-05-12T10:28:21
EVT-000000333,+48743576792,PL,dc-central,4,2026-05-12T10:28:21
EVT-000000334,+43246574716,AT,dc-central,15,2026-05-12T10:28:21
EVT-000000335,+39948262678,IT,dc-south,6,2026-05-12T10:28:21
EVT-000000336,+380945805127,UA,dc-south,6,2026-05-12T10:28:21
EVT-000000337,+43102754426,AT,dc-central,5,2026-05-12T10:28:21
EVT-000000338,+358999232921,FI,dc-north,16,2026-05-12T10:28:21
EVT-000000339,+420808605988,CZ,dc-central,11,2026-05-12T10:28:21
EVT-000000340,+41579476614,CH,dc-central,17,2026-05-12T10:28:21
EVT-000000341,+353456954682,IE,dc-west,10,2026-05-12T10:28:21
EVT-000000342,+353505026213,IE,dc-west,15,2026-05-12T10:28:21
EVT-000000343,+44302563940,GB,dc-west,19,2026-05-12T10:28:21
EVT-000000344,+47350785761,NO,dc-north,10,2026-05-12T10:28:21
EVT-000000345,+380899621068,UA,dc-south,1,2026-05-12T10:28:21
EVT-000000346,+41971243675,CH,dc-central,14,2026-05-12T10:28:21
EVT-000000347,+48812630453,PL,dc-central,7,2026-05-12T10:28:21
EVT-000000348,+49139749508,DE,dc-central,13,2026-05-12T10:28:21
EVT-000000349,+49733701411,DE,dc-central,13,2026-05-12T10:28:21
EVT-000000350,+351572775194,PT,dc-south,17,2026-05-12T10:28:21
EVT-000000351,+34590622789,ES,dc-south,11,2026-05-12T10:28:21
EVT-000000352,+46540211187,SE,dc-north,13,2026-05-12T10:28:21
EVT-000000353,+49939156387,DE,dc-central,2,2026-05-12T10:28:21
EVT-000000354,+45843785903,DK,dc-north,5,2026-05-12T10:28:21
EVT-000000355,+48452794611,PL,dc-central,14,2026-05-12T10:28:21
EVT-000000356,+353440012324,IE,dc-west,8,2026-05-12T10:28:21
EVT-000000357,+41138546365,CH,dc-central,17,2026-05-12T10:28:21
EVT-000000358,+372777703980,EE,dc-north,1,2026-05-12T10:28:21
EVT-000000359,+358901834280,FI,dc-north,20,2026-05-12T10:28:21
EVT-000000360,+39205702499,IT,dc-south,9,2026-05-12T10:28:21
EVT-000000361,+34845178074,ES,dc-south,9,2026-05-12T10:28:21
EVT-000000362,+358149382425,FI,dc-north,20,2026-05-12T10:28:21
EVT-000000363,+351415001254,PT,dc-south,16,2026-05-12T10:28:21
EVT-000000364,+30256304376,GR,dc-south,7,2026-05-12T10:28:21
EVT-000000365,+47707660630,NO,dc-north,9,2026-05-12T10:28:21
EVT-000000366,+32184791618,BE,dc-west,2,2026-05-12T10:28:21
EVT-000000367,+372765408938,EE,dc-north,16,2026-05-12T10:28:21
EVT-000000368,+47726160204,NO,dc-north,9,2026-05-12T10:28:21
EVT-000000369,+49784944881,DE,dc-central,7,2026-05-12T10:28:21
EVT-000000370,+45816014770,DK,dc-north,8,2026-05-12T10:28:21
EVT-000000371,+46599561877,SE,dc-north,18,2026-05-12T10:28:21
EVT-000000372,+358269625036,FI,dc-north,14,2026-05-12T10:28:21
EVT-000000373,+39471048258,IT,dc-south,9,2026-05-12T10:28:21
EVT-000000374,+420555598254,CZ,dc-central,5,2026-05-12T10:28:21
EVT-000000375,+45424400672,DK,dc-north,8,2026-05-12T10:28:21
EVT-000000376,+31618840705,NL,dc-west,20,2026-05-12T10:28:21
