event_id,phone_number,from_country_code,datacenter,song_id,timestamp
dc-france-EVT-1781819261-000000020,+33585780141,FR,dc-france,3,2026-06-18T21:47:41
dc-france-EVT-1781819261-000000021,+33452595773,FR,dc-france,3,2026-06-18T21:47:41
dc-france-EVT-1781819261-000000022,+33601135127,FR,dc-france,3,2026-06-18T21:47:41
dc-france-EVT-1781819261-000000023,+33875517072,FR,dc-france,3,2026-06-18T21:47:41
dc-france-EVT-1781819261-000000024,+33525387377,FR,dc-france,1,2026-06-18T21:47:41
dc-france-EVT-1781819261-000000025,+33675904699,FR,dc-france,3,2026-06-18T21:47:41
dc-france-EVT-1781819261-000000026,+33877067989,FR,dc-france,3,2026-06-18T21:47:41
dc-france-EVT-1781819261-000000027,+33985278879,FR,dc-france,3,2026-06-18T21:47:41
dc-france-EVT-1781819261-000000028,+33608532588,FR,dc-france,1,2026-06-18T21:47:41
dc-sweden-EVT-1781819261-000000019,+46827886577,SE,dc-sweden,3,2026-06-18T21:47:41
dc-sweden-EVT-1781819261-000000020,+46251223877,SE,dc-sweden,3,2026-06-18T21:47:41
dc-sweden-EVT-1781819261-000000021,+46328905167,SE,dc-sweden,2,2026-06-18T21:47:41
dc-sweden-EVT-1781819261-000000022,+46150270074,SE,dc-sweden,3,2026-06-18T21:47:41
dc-sweden-EVT-1781819261-000000023,+46872610993,SE,dc-sweden,3,2026-06-18T21:47:41
dc-sweden-EVT-1781819261-000000024,+46558654635,SE,dc-sweden,3,2026-06-18T21:47:41
dc-sweden-EVT-1781819261-000000025,+46618849160,SE,dc-sweden,3,2026-06-18T21:47:41
dc-sweden-EVT-1781819261-000000026,+46429985511,SE,dc-sweden,2,2026-06-18T21:47:41
dc-sweden-EVT-1781819261-000000027,+46631716346,SE,dc-sweden,2,2026-06-18T21:47:41
dc-sweden-EVT-1781819261-000000028,+46934713548,SE,dc-sweden,2,2026-06-18T21:47:41
dc-sweden-EVT-1781819261-000000029,+46669910937,SE,dc-sweden,3,2026-06-18T21:47:41
dc-sweden-EVT-1781819261-000000030,+46777858409,SE,dc-sweden,2,2026-06-18T21:47:41
dc-sweden-EVT-1781819261-000000031,+46640107649,SE,dc-sweden,3,2026-06-18T21:47:41
dc-sweden-EVT-1781819261-000000032,+46925586518,SE,dc-sweden,3,2026-06-18T21:47:41
dc-sweden-EVT-1781819261-000000033,+46368939787,SE,dc-sweden,2,2026-06-18T21:47:41
dc-sweden-EVT-1781819261-000000034,+46369032333,SE,dc-sweden,2,2026-06-18T21:47:41
dc-sweden-EVT-1781819261-000000035,+46693738659,SE,dc-sweden,3,2026-06-18T21:47:41
dc-sweden-EVT-1781819261-000000036,+46275399005,SE,dc-sweden,2,2026-06-18T21:47:41
dc-sweden-EVT-1781819261-000000037,+46322441364,SE,dc-sweden,3,2026-06-18T21:47:41
dc-sweden-EVT-1781819261-000000038,+46486417263,SE,dc-sweden,2,2026-06-18T21:47:41
dc-sweden-EVT-1781819261-000000039,+46697364015,SE,dc-sweden,2,2026-06-18T21:47:41
dc-sweden-EVT-1781819261-000000040,+46807549522,SE,dc-sweden,2,2026-06-18T21:47:41
dc-sweden-EVT-1781819261-000000041,+46715102428,SE,dc-sweden,2,2026-06-18T21:47:41
dc-italy-EVT-1781819261-000000022,+39184426187,IT,dc-italy,2,2026-06-18T21:47:41
dc-italy-EVT-1781819261-000000023,+39832182254,IT,dc-italy,2,2026-06-18T21:47:41
dc-italy-EVT-1781819261-000000024,+39913246889,IT,dc-italy,1,2026-06-18T21:47:41
dc-italy-EVT-1781819261-000000025,+39328424760,IT,dc-italy,2,2026-06-18T21:47:41
dc-italy-EVT-1781819261-000000026,+39193972789,IT,dc-italy,2,2026-06-18T21:47:41
dc-italy-EVT-1781819261-000000027,+39585474570,IT,dc-italy,2,2026-06-18T21:47:41
dc-italy-EVT-1781819261-000000028,+39203899153,IT,dc-italy,2,2026-06-18T21:47:41
dc-italy-EVT-1781819261-000000029,+39456028941,IT,dc-italy,1,2026-06-18T21:47:41
dc-italy-EVT-1781819261-000000030,+39429136978,IT,dc-italy,2,2026-06-18T21:47:41
dc-italy-EVT-1781819261-000000031,+39806322564,IT,dc-italy,1,2026-06-18T21:47:41
dc-italy-EVT-1781819261-000000032,+39351080479,IT,dc-italy,1,2026-06-18T21:47:41
dc-italy-EVT-1781819261-000000033,+39732821922,IT,dc-italy,1,2026-06-18T21:47:41
dc-italy-EVT-1781819261-000000034,+39650886634,IT,dc-italy,2,2026-06-18T21:47:41
dc-italy-EVT-1781819261-000000035,+39325245700,IT,dc-italy,1,2026-06-18T21:47:41
dc-italy-EVT-1781819261-000000036,+39913239956,IT,dc-italy,2,2026-06-18T21:47:41
dc-italy-EVT-1781819261-000000037,+39737778165,IT,dc-italy,2,2026-06-18T21:47:41
dc-italy-EVT-1781819261-000000038,+39441038379,IT,dc-italy,2,2026-06-18T21:47:41
dc-italy-EVT-1781819261-000000039,+39793277821,IT,dc-italy,1,2026-06-18T21:47:41
dc-italy-EVT-1781819261-000000040,+39164378284,IT,dc-italy,1,2026-06-18T21:47:41
dc-italy-EVT-1781819261-000000041,+39481589939,IT,dc-italy,1,2026-06-18T21:47:41
dc-france-EVT-1781819262-000000029,+33148630732,FR,dc-france,3,2026-06-18T21:47:42
dc-france-EVT-1781819262-000000030,+33651649973,FR,dc-france,1,2026-06-18T21:47:42
dc-france-EVT-1781819262-000000031,+33772962384,FR,dc-france,3,2026-06-18T21:47:42
dc-france-EVT-1781819262-000000032,+33849117464,FR,dc-france,3,2026-06-18T21:47:42
dc-france-EVT-1781819262-000000033,+33744356240,FR,dc-france,3,2026-06-18T21:47:42
dc-france-EVT-1781819262-000000034,+33755529278,FR,dc-france,1,2026-06-18T21:47:42
dc-france-EVT-1781819262-000000035,+33234104254,FR,dc-france,1,2026-06-18T21:47:42
dc-france-EVT-1781819262-000000036,+33173275525,FR,dc-france,1,2026-06-18T21:47:42
dc-france-EVT-1781819262-000000037,+33981095168,FR,dc-france,3,2026-06-18T21:47:42
dc-france-EVT-1781819262-000000038,+33646358425,FR,dc-france,3,2026-06-18T21:47:42
dc-france-EVT-1781819262-000000039,+33488560084,FR,dc-france,3,2026-06-18T21:47:42
dc-france-EVT-1781819262-000000040,+33228862494,FR,dc-france,1,2026-06-18T21:47:42
dc-france-EVT-1781819262-000000041,+33403276797,FR,dc-france,1,2026-06-18T21:47:42
dc-france-EVT-1781819262-000000042,+33136263977,FR,dc-france,3,2026-06-18T21:47:42
dc-france-EVT-1781819262-000000043,+33781525884,FR,dc-france,3,2026-06-18T21:47:42
dc-france-EVT-1781819262-000000044,+33876311660,FR,dc-france,1,2026-06-18T21:47:42
dc-sweden-EVT-1781819262-000000042,+46686007501,SE,dc-sweden,2,2026-06-18T21:47:42
dc-sweden-EVT-1781819262-000000043,+46693922086,SE,dc-sweden,3,2026-06-18T21:47:42
dc-sweden-EVT-1781819262-000000044,+46580363424,SE,dc-sweden,3,2026-06-18T21:47:42
dc-sweden-EVT-1781819262-000000045,+46524140322,SE,dc-sweden,2,2026-06-18T21:47:42
dc-sweden-EVT-1781819262-000000046,+46575020816,SE,dc-sweden,3,2026-06-18T21:47:42
dc-sweden-EVT-1781819262-000000047,+46979955135,SE,dc-sweden,3,2026-06-18T21:47:42
dc-sweden-EVT-1781819262-000000048,+46872333576,SE,dc-sweden,3,2026-06-18T21:47:42
dc-sweden-EVT-1781819262-000000049,+46684348819,SE,dc-sweden,2,2026-06-18T21:47:42
dc-sweden-EVT-1781819262-000000050,+46102113952,SE,dc-sweden,3,2026-06-18T21:47:42
dc-sweden-EVT-1781819262-000000051,+46150094799,SE,dc-sweden,2,2026-06-18T21:47:42
dc-sweden-EVT-1781819262-000000052,+46672626418,SE,dc-sweden,2,2026-06-18T21:47:42
dc-sweden-EVT-1781819262-000000053,+46839790185,SE,dc-sweden,2,2026-06-18T21:47:42
dc-sweden-EVT-1781819262-000000054,+46217146443,SE,dc-sweden,3,2026-06-18T21:47:42
dc-sweden-EVT-1781819262-000000055,+46154988479,SE,dc-sweden,2,2026-06-18T21:47:42
dc-sweden-EVT-1781819262-000000056,+46156197732,SE,dc-sweden,2,2026-06-18T21:47:42
dc-sweden-EVT-1781819262-000000057,+46511950720,SE,dc-sweden,2,2026-06-18T21:47:42
dc-sweden-EVT-1781819262-000000058,+46379844106,SE,dc-sweden,3,2026-06-18T21:47:42
dc-sweden-EVT-1781819262-000000059,+46536934793,SE,dc-sweden,3,2026-06-18T21:47:42
dc-sweden-EVT-1781819262-000000060,+46711605028,SE,dc-sweden,2,2026-06-18T21:47:42
dc-italy-EVT-1781819262-000000042,+39409023249,IT,dc-italy,2,2026-06-18T21:47:42
dc-italy-EVT-1781819262-000000043,+39176176172,IT,dc-italy,2,2026-06-18T21:47:42
dc-italy-EVT-1781819262-000000044,+39610186366,IT,dc-italy,1,2026-06-18T21:47:42
dc-italy-EVT-1781819262-000000045,+39847908131,IT,dc-italy,2,2026-06-18T21:47:42
dc-italy-EVT-1781819262-000000046,+39680624139,IT,dc-italy,2,2026-06-18T21:47:42
dc-italy-EVT-1781819262-000000047,+39954613513,IT,dc-italy,2,2026-06-18T21:47:42
dc-italy-EVT-1781819262-000000048,+39628637018,IT,dc-italy,2,2026-06-18T21:47:42
dc-italy-EVT-1781819262-000000049,+39519923393,IT,dc-italy,2,2026-06-18T21:47:42
dc-italy-EVT-1781819262-000000050,+39654359879,IT,dc-italy,1,2026-06-18T21:47:42
dc-italy-EVT-1781819262-000000051,+39635006792,IT,dc-italy,2,2026-06-18T21:47:42
dc-italy-EVT-1781819262-000000052,+39770180334,IT,dc-italy,1,2026-06-18T21:47:42
dc-italy-EVT-1781819262-000000053,+39913643670,IT,dc-italy,2,2026-06-18T21:47:42
dc-italy-EVT-1781819262-000000054,+39395258983,IT,dc-italy,1,2026-06-18T21:47:42
dc-italy-EVT-1781819262-000000055,+39383481147,IT,dc-italy,2,2026-06-18T21:47:42
dc-italy-EVT-1781819262-000000056,+39427343946,IT,dc-italy,2,2026-06-18T21:47:42
dc-italy-EVT-1781819262-000000057,+39165319658,IT,dc-italy,2,2026-06-18T21:47:42
dc-france-EVT-1781819263-000000045,+33191287074,FR,dc-france,3,2026-06-18T21:47:43
dc-france-EVT-1781819263-000000046,+33920543888,FR,dc-france,3,2026-06-18T21:47:43
dc-france-EVT-1781819263-000000047,+33583981852,FR,dc-france,3,2026-06-18T21:47:43
dc-france-EVT-1781819263-000000048,+33639470026,FR,dc-france,3,2026-06-18T21:47:43
dc-france-EVT-1781819263-000000049,+33558941177,FR,dc-france,3,2026-06-18T21:47:43
dc-france-EVT-1781819263-000000050,+33188168908,FR,dc-france,3,2026-06-18T21:47:43
dc-france-EVT-1781819263-000000051,+33969375860,FR,dc-france,3,2026-06-18T21:47:43
dc-france-EVT-1781819263-000000052,+33960350052,FR,dc-france,3,2026-06-18T21:47:43
dc-france-EVT-1781819263-000000053,+33931420718,FR,dc-france,3,2026-06-18T21:47:43
dc-france-EVT-1781819263-000000054,+33311067892,FR,dc-france,3,2026-06-18T21:47:43
dc-france-EVT-1781819263-000000055,+33651999989,FR,dc-france,3,2026-06-18T21:47:43
dc-france-EVT-1781819263-000000056,+33278737845,FR,dc-france,3,2026-06-18T21:47:43
dc-france-EVT-1781819263-000000057,+33424266950,FR,dc-france,3,2026-06-18T21:47:43
dc-france-EVT-1781819263-000000058,+33859024418,FR,dc-france,1,2026-06-18T21:47:43
dc-france-EVT-1781819263-000000059,+33664451757,FR,dc-france,3,2026-06-18T21:47:43
dc-france-EVT-1781819263-000000060,+33363118744,FR,dc-france,3,2026-06-18T21:47:43
dc-france-EVT-1781819263-000000061,+33974159773,FR,dc-france,1,2026-06-18T21:47:43
dc-france-EVT-1781819263-000000062,+33225644219,FR,dc-france,3,2026-06-18T21:47:43
dc-france-EVT-1781819263-000000063,+33650832512,FR,dc-france,3,2026-06-18T21:47:43
dc-france-EVT-1781819263-000000064,+33201897770,FR,dc-france,3,2026-06-18T21:47:43
dc-france-EVT-1781819263-000000065,+33111166471,FR,dc-france,1,2026-06-18T21:47:43
dc-france-EVT-1781819263-000000066,+33908839750,FR,dc-france,1,2026-06-18T21:47:43
dc-france-EVT-1781819263-000000067,+33573178552,FR,dc-france,1,2026-06-18T21:47:43
dc-france-EVT-1781819263-000000068,+33784583434,FR,dc-france,3,2026-06-18T21:47:43
dc-france-EVT-1781819263-000000069,+33728176573,FR,dc-france,1,2026-06-18T21:47:43
dc-sweden-EVT-1781819263-000000061,+46872227584,SE,dc-sweden,3,2026-06-18T21:47:43
dc-sweden-EVT-1781819263-000000062,+46855105779,SE,dc-sweden,3,2026-06-18T21:47:43
dc-sweden-EVT-1781819263-000000063,+46878282394,SE,dc-sweden,3,2026-06-18T21:47:43
dc-sweden-EVT-1781819263-000000064,+46986148514,SE,dc-sweden,2,2026-06-18T21:47:43
dc-sweden-EVT-1781819263-000000065,+46807330273,SE,dc-sweden,3,2026-06-18T21:47:43
dc-sweden-EVT-1781819263-000000066,+46134515059,SE,dc-sweden,2,2026-06-18T21:47:43
dc-sweden-EVT-1781819263-000000067,+46396235174,SE,dc-sweden,3,2026-06-18T21:47:43
dc-sweden-EVT-1781819263-000000068,+46439101547,SE,dc-sweden,2,2026-06-18T21:47:43
dc-sweden-EVT-1781819263-000000069,+46525861745,SE,dc-sweden,3,2026-06-18T21:47:43
dc-sweden-EVT-1781819263-000000070,+46318459426,SE,dc-sweden,2,2026-06-18T21:47:43
dc-sweden-EVT-1781819263-000000071,+46413878792,SE,dc-sweden,3,2026-06-18T21:47:43
dc-sweden-EVT-1781819263-000000072,+46273409712,SE,dc-sweden,2,2026-06-18T21:47:43
dc-sweden-EVT-1781819263-000000073,+46327158733,SE,dc-sweden,3,2026-06-18T21:47:43
dc-sweden-EVT-1781819263-000000074,+46191695682,SE,dc-sweden,2,2026-06-18T21:47:43
dc-italy-EVT-1781819263-000000058,+39178435525,IT,dc-italy,2,2026-06-18T21:47:43
dc-italy-EVT-1781819263-000000059,+39269506121,IT,dc-italy,2,2026-06-18T21:47:43
dc-italy-EVT-1781819263-000000060,+39195754264,IT,dc-italy,2,2026-06-18T21:47:43
dc-italy-EVT-1781819263-000000061,+39197207759,IT,dc-italy,2,2026-06-18T21:47:43
dc-italy-EVT-1781819263-000000062,+39938488636,IT,dc-italy,1,2026-06-18T21:47:43
dc-italy-EVT-1781819263-000000063,+39326006739,IT,dc-italy,2,2026-06-18T21:47:43
dc-italy-EVT-1781819263-000000064,+39698025863,IT,dc-italy,2,2026-06-18T21:47:43
dc-italy-EVT-1781819263-000000065,+39957822042,IT,dc-italy,1,2026-06-18T21:47:43
dc-italy-EVT-1781819263-000000066,+39491724292,IT,dc-italy,2,2026-06-18T21:47:43
dc-italy-EVT-1781819263-000000067,+39461372914,IT,dc-italy,1,2026-06-18T21:47:43
dc-italy-EVT-1781819263-000000068,+39474921543,IT,dc-italy,2,2026-06-18T21:47:43
dc-italy-EVT-1781819263-000000069,+39670002255,IT,dc-italy,2,2026-06-18T21:47:43
dc-italy-EVT-1781819263-000000070,+39427971138,IT,dc-italy,2,2026-06-18T21:47:43
dc-italy-EVT-1781819263-000000071,+39827538239,IT,dc-italy,1,2026-06-18T21:47:43
dc-italy-EVT-1781819263-000000072,+39148493376,IT,dc-italy,2,2026-06-18T21:47:43
dc-italy-EVT-1781819263-000000073,+39690786023,IT,dc-italy,1,2026-06-18T21:47:43
dc-italy-EVT-1781819263-000000074,+39845631876,IT,dc-italy,2,2026-06-18T21:47:43
dc-italy-EVT-1781819263-000000075,+39194958770,IT,dc-italy,1,2026-06-18T21:47:43
dc-italy-EVT-1781819263-000000076,+39450578450,IT,dc-italy,2,2026-06-18T21:47:43
dc-italy-EVT-1781819263-000000077,+39153422415,IT,dc-italy,2,2026-06-18T21:47:43
dc-italy-EVT-1781819263-000000078,+39717145188,IT,dc-italy,1,2026-06-18T21:47:43
dc-italy-EVT-1781819263-000000079,+39811489387,IT,dc-italy,2,2026-06-18T21:47:43
dc-italy-EVT-1781819263-000000080,+39131299443,IT,dc-italy,2,2026-06-18T21:47:43
dc-france-EVT-1781819264-000000070,+33157390866,FR,dc-france,3,2026-06-18T21:47:44
dc-france-EVT-1781819264-000000071,+33441125998,FR,dc-france,3,2026-06-18T21:47:44
dc-france-EVT-1781819264-000000072,+33524818627,FR,dc-france,3,2026-06-18T21:47:44
dc-france-EVT-1781819264-000000073,+33498368095,FR,dc-france,3,2026-06-18T21:47:44
dc-france-EVT-1781819264-000000074,+33311858281,FR,dc-france,3,2026-06-18T21:47:44
dc-france-EVT-1781819264-000000075,+33977988155,FR,dc-france,3,2026-06-18T21:47:44
dc-france-EVT-1781819264-000000076,+33910067320,FR,dc-france,3,2026-06-18T21:47:44
dc-france-EVT-1781819264-000000077,+33705885057,FR,dc-france,1,2026-06-18T21:47:44
dc-france-EVT-1781819264-000000078,+33304357327,FR,dc-france,1,2026-06-18T21:47:44
dc-france-EVT-1781819264-000000079,+33250310527,FR,dc-france,1,2026-06-18T21:47:44
dc-france-EVT-1781819264-000000080,+33318660469,FR,dc-france,3,2026-06-18T21:47:44
dc-france-EVT-1781819264-000000081,+33866267154,FR,dc-france,3,2026-06-18T21:47:44
dc-france-EVT-1781819264-000000082,+33543721386,FR,dc-france,3,2026-06-18T21:47:44
dc-france-EVT-1781819264-000000083,+33132660650,FR,dc-france,1,2026-06-18T21:47:44
dc-france-EVT-1781819264-000000084,+33850698135,FR,dc-france,3,2026-06-18T21:47:44
dc-france-EVT-1781819264-000000085,+33194556383,FR,dc-france,3,2026-06-18T21:47:44
dc-france-EVT-1781819264-000000086,+33542941535,FR,dc-france,3,2026-06-18T21:47:44
dc-france-EVT-1781819264-000000087,+33449023808,FR,dc-france,3,2026-06-18T21:47:44
dc-france-EVT-1781819264-000000088,+33817250094,FR,dc-france,3,2026-06-18T21:47:44
dc-france-EVT-1781819264-000000089,+33562294427,FR,dc-france,3,2026-06-18T21:47:44
dc-france-EVT-1781819264-000000090,+33161247445,FR,dc-france,1,2026-06-18T21:47:44
dc-france-EVT-1781819264-000000091,+33948347183,FR,dc-france,3,2026-06-18T21:47:44
dc-france-EVT-1781819264-000000092,+33380353610,FR,dc-france,3,2026-06-18T21:47:44
dc-france-EVT-1781819264-000000093,+33116355858,FR,dc-france,3,2026-06-18T21:47:44
dc-france-EVT-1781819264-000000094,+33260170715,FR,dc-france,1,2026-06-18T21:47:44
dc-france-EVT-1781819264-000000095,+33123354380,FR,dc-france,3,2026-06-18T21:47:44
dc-france-EVT-1781819264-000000096,+33925124902,FR,dc-france,3,2026-06-18T21:47:44
dc-france-EVT-1781819264-000000097,+33266245653,FR,dc-france,3,2026-06-18T21:47:44
dc-france-EVT-1781819264-000000098,+33661708132,FR,dc-france,3,2026-06-18T21:47:44
dc-france-EVT-1781819264-000000099,+33498003595,FR,dc-france,3,2026-06-18T21:47:44
dc-sweden-EVT-1781819264-000000075,+46529039253,SE,dc-sweden,3,2026-06-18T21:47:44
dc-sweden-EVT-1781819264-000000076,+46392047011,SE,dc-sweden,3,2026-06-18T21:47:44
dc-sweden-EVT-1781819264-000000077,+46544264982,SE,dc-sweden,3,2026-06-18T21:47:44
dc-sweden-EVT-1781819264-000000078,+46180159208,SE,dc-sweden,3,2026-06-18T21:47:44
dc-sweden-EVT-1781819264-000000079,+46484181975,SE,dc-sweden,3,2026-06-18T21:47:44
dc-sweden-EVT-1781819264-000000080,+46690358118,SE,dc-sweden,3,2026-06-18T21:47:44
dc-sweden-EVT-1781819264-000000081,+46615782984,SE,dc-sweden,3,2026-06-18T21:47:44
dc-sweden-EVT-1781819264-000000082,+46772828348,SE,dc-sweden,2,2026-06-18T21:47:44
dc-sweden-EVT-1781819264-000000083,+46564715587,SE,dc-sweden,3,2026-06-18T21:47:44
dc-sweden-EVT-1781819264-000000084,+46714543317,SE,dc-sweden,3,2026-06-18T21:47:44
dc-sweden-EVT-1781819264-000000085,+46710995311,SE,dc-sweden,3,2026-06-18T21:47:44
dc-sweden-EVT-1781819264-000000086,+46964001518,SE,dc-sweden,3,2026-06-18T21:47:44
dc-sweden-EVT-1781819264-000000087,+46737050548,SE,dc-sweden,2,2026-06-18T21:47:44
dc-sweden-EVT-1781819264-000000088,+46680817725,SE,dc-sweden,3,2026-06-18T21:47:44
dc-sweden-EVT-1781819264-000000089,+46850295948,SE,dc-sweden,2,2026-06-18T21:47:44
dc-sweden-EVT-1781819264-000000090,+46359277385,SE,dc-sweden,2,2026-06-18T21:47:44
dc-sweden-EVT-1781819264-000000091,+46838597877,SE,dc-sweden,2,2026-06-18T21:47:44
dc-sweden-EVT-1781819264-000000092,+46651755150,SE,dc-sweden,3,2026-06-18T21:47:44
dc-sweden-EVT-1781819264-000000093,+46607487426,SE,dc-sweden,3,2026-06-18T21:47:44
dc-sweden-EVT-1781819264-000000094,+46532239882,SE,dc-sweden,3,2026-06-18T21:47:44
dc-sweden-EVT-1781819264-000000095,+46989446754,SE,dc-sweden,2,2026-06-18T21:47:44
dc-sweden-EVT-1781819264-000000096,+46195200098,SE,dc-sweden,2,2026-06-18T21:47:44
dc-sweden-EVT-1781819264-000000097,+46885570915,SE,dc-sweden,3,2026-06-18T21:47:44
dc-sweden-EVT-1781819264-000000098,+46937913959,SE,dc-sweden,3,2026-06-18T21:47:44
dc-sweden-EVT-1781819264-000000099,+46435045718,SE,dc-sweden,2,2026-06-18T21:47:44
dc-sweden-EVT-1781819264-000000100,+46864370591,SE,dc-sweden,3,2026-06-18T21:47:44
dc-italy-EVT-1781819264-000000081,+39867441175,IT,dc-italy,2,2026-06-18T21:47:44
dc-italy-EVT-1781819264-000000082,+39226508100,IT,dc-italy,2,2026-06-18T21:47:44
dc-italy-EVT-1781819264-000000083,+39507781905,IT,dc-italy,2,2026-06-18T21:47:44
dc-italy-EVT-1781819264-000000084,+39220168420,IT,dc-italy,2,2026-06-18T21:47:44
dc-italy-EVT-1781819264-000000085,+39414936316,IT,dc-italy,2,2026-06-18T21:47:44
